1,8,1.0477912879476918,0.9716825776342926
1,8,1.4034765994194007,1.059455716309485
1,8,1.217335155321649,1.0268453563972886
1,8,1.2603011563046986,1.0180585529772541
1,8,1.3016055352515046,1.0676424717134005
1,8,1.3615304969331055,1.0502371191992197
1,8,1.4182174469129962,1.0563908592895432
1,8,1.0477912879476918,1.028868823944938
1,8,1.4034765994194007,1.1219685930469878
1,8,1.217335155321649,1.097670177525951
1,8,1.2603011563046986,1.0792922574806827
1,8,1.3016055352515046,1.1259544947979019
1,8,1.3615304969331055,1.1042675164693678
1,8,1.4182174469129962,1.1178341692561247
1,8,1.0477912879476918,1.0323368400112367
1,8,1.1310932449802573,1.0950469648871062
1,8,1.1574952777858216,1.0797759237805633
1,8,1.195098430370297,1.0758501982429798
1,8,1.1833431422906648,1.1009140796928016
1,8,1.214596167740954,1.0824029488975895
1,8,1.25712046100748,1.1090552178009385
1,8,1.2449173658802797,1.129240796386751
1,8,1.244109980734919,1.0994866923603046
1,8,1.2894596098543418,1.0695538872862151
1,8,1.247825217596977,1.0786696576792167
1,8,1.2544267219405711,1.0793349019718113
1,8,1.285899674218698,1.082966776875372
1,8,1.2483560895646484,1.0384560407252463
1,8,1.3203841431479872,1.0811055301145611
1,8,1.1935258606600958,1.0822639048356542
1,8,1.22719083550448,1.081031435242476
1,8,1.2881544132274068,1.0648145260481363
1,8,1.4182174469129962,1.1134750568684064
1,8,1.3852954104617416,1.099199888596914
1,8,1.4034765994194007,1.120958762158771
1,8,1.3615304969331055,1.1061556796041496
1,8,1.1664557542607872,1.1057978960669086
1,8,1.3833765257868957,1.1136740383283597
1,8,1.4213195203626037,1.1250025257756766
1,8,1.3791299473325873,1.1184774134211268
1,8,1.2603011563046986,1.0724072336276462
1,8,1.3016055352515046,1.125801793663905
1,8,1.2834335480039678,1.0447137949804144
1,8,1.1764590608360415,1.0337353213879334
1,8,1.3191225207909867,1.136713717370682
1,8,1.2397540578948458,1.0985018597442788
1,8,1.180542072196501,1.0531828311099924
1,8,1.0659172787420528,1.0177432381241023
1,8,1.1447995164569795,1.0917254298260017
1,8,1.217335155321649,1.0890252468442274
1,8,1.1746594704510145,1.0686884006458852
1,8,1.2159758121453392,1.0937525873480443
1,8,1.0393475718840262,1.0168256379817489
1,8,1.1129716757445798,1.0628833718739314
0
1,8,1.050918762135021,1.0323998815062971
1,8,1.0511305168110865,1.049410830639058
1,8,1.0629418012890524,1.074928139482793
1,8,1.071235056653915,1.0405560203804356
1,8,1.095203412038367,1.0555005087136227
1,8,1.0789946746272008,1.0474045512390002
1,8,1.0947453557689428,1.0441089560649908
1,8,1.1023263533499057,1.0970533261860858
1,8,1.0724382640981693,1.0372450835863398
1,8,1.0892300002246134,1.0295085695611013
1,8,1.0724896894500866,1.039106814062764
1,8,1.0584052600278606,1.0422106953600694
1,8,1.092809015264865,1.011759781974242
1,8,1.1228424587870558,1.0250956326575649
1,8,1.1269709461682875,1.0919140067198085
1,8,1.0637092153632242,1.0367471001070936
1,8,1.0998598021347215,1.0756786901698978
1,8,1.1218150829329707,1.0552891710617536
1,8,1.1555303193724153,1.057244944860863
1,8,1.1560068865470257,1.068942001003357
1,8,1.1583125427423797,1.0390916694206875
1,8,1.0987629715541811,1.038667935237071
1,8,1.0667811360813766,1.0460058305426223
1,8,1.1271242060699986,1.0458567263396967
1,8,1.1132357508514783,1.0407938549823088
1,8,1.116159810698607,1.0637903154081603
1,8,1.0932948871211923,1.0668622991084442
1,8,1.0910883824362714,1.0669314529682812
1,8,1.079872179807246,1.0318024531029408
1,8,1.0853343237529829,1.0374620520539415
1,8,1.0648015756311882,1.0356927635913296
1,8,1.09123276436163,1.0493760377481698
